ImageId,EncodedPixels
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,131957 5 132480 8 133003 10 133526 11 134050 12 134573 13 135097 13 135621 14 136144 15 136668 15 137192 15 137716 15 138240 15 138765 14 139289 14 139813 14 140338 13 140862 13 141387 12 141911 12 142435 12 142959 12 143484 11 144008 11 144532 11 145057 10 145581 9 146106 8 146631 7 147156 5
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,54414 4 54936 8 55459 10 55982 12 56505 13 57029 14 57553 14 58077 14 58600 15 59124 15 59648 15 60173 14 60698 13 61223 12 61748 11 62273 9 62798 8 63323 6 63849 3
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,100528 4 101051 5 101574 7 102097 8 102621 7 103144 8 103668 7 104191 8 104715 7 105239 7 105763 7 106287 7 106810 8 107334 8 107858 8 108382 9 108906 9 109430 9 109955 7 110479 7 111004 5 111530 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,177038 4 177560 8 178083 10 178606 12 179130 12 179654 12 180178 11 180702 10 181226 9 181751 7
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,116789 5 117311 9 117834 11 118358 11 118881 13 119405 13 119929 13 120453 14 120977 14 121500 15 122024 15 122548 15 123072 15 123596 15 124120 15 124644 15 125168 14 125692 14 126216 14 126740 14 127263 14 127787 14 128310 14 128833 15 129357 15 129881 14 130404 15 130928 14 131452 10 131976 7 132500 6 133024 6 133547 7 134070 9 134594 9 135118 9 135642 9 136166 9 136690 9 137214 10 137737 11 138261 11 138785 11 139309 11 139833 11 140357 11 140880 12 141405 11 141929 11 142453 10 142977 10 143501 9 144025 9 144550 7 145074 7
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,168666 6 169189 9 169712 11 170236 11 170760 12 171284 12 171808 12 172332 12 172856 11 173380 11 173906 7 174432 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,80640 2 81163 4 81686 5 82210 5 82733 6 83257 7 83782 5 84306 5 84830 5 85354 4 85880 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,43962 2 44486 3 45009 4 45533 4 46057 4 46580 5 47104 4 47628 5 48152 4 48676 4 49200 3 49723 4 50246 5 50770 5 51294 4 51818 3 52344 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,56538 4 57060 7 57583 9 58106 10 58630 11 59154 11 59678 10 60202 10 60726 10 61250 10 61774 10 62298 10 62822 10 63346 11 63870 11 64394 11 64918 11 65443 10 65968 9 66493 8 67018 6 67543 5 68068 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,103173 3 103696 4 104220 5 104743 6 105267 5 105791 5 106316 4 106840 3
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,145106 3 145629 5 146152 7 146676 7 147199 9 147723 9 148247 9 148770 10 149294 10 149818 10 150342 10 150866 10 151390 10 151914 10 152438 9 152962 9 153486 9 154010 9 154534 9 155058 9 155582 8 156107 7 156631 6 157157 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,115242 2 115765 5 116288 7 116812 7 117335 8 117859 8 118383 9 118906 10 119430 10 119954 10 120478 10 121001 11 121525 11 122049 11 122573 10 123097 10 123621 10 124145 10 124668 11 125192 11 125716 11 126240 11 126765 10 127288 11 127812 11 128336 11 128860 10 129384 10 129908 10 130432 10 130957 8 131482 5 132008 1
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,79089 1 79612 4 80135 6 80659 7 81183 7 81706 8 82230 8 82754 8 83278 8 83803 7 84327 7 84851 6 85375 6 85900 4 86424 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,62857 4 63379 8 63903 9 64427 9 64950 11 65475 10 65999 11 66523 11 67047 11 67571 11 68095 10 68619 10 69143 10 69667 9 70190 10 70714 10 71238 9 71762 9 72286 8 72810 7 73334 7 73858 6 74381 6 74905 6 75430 4
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,46094 5 46617 7 47140 9 47663 10 48187 11 48710 15 49233 17 49757 20 50280 21 50804 22 51328 23 51852 23 52376 23 52901 22 53425 22 53950 22 54475 21 55000 20 55525 19 56050 18 56575 17 57101 1 57109 7 57635 5 58159 5 58683 5 59207 5 59731 5
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,109499 5 110023 6 110546 7 111069 9 111593 12 112117 14 112640 17 113164 17 113687 20 114211 20 114735 21 115259 21 115783 21 116307 21 116831 21 117356 20 117880 21 118404 21 118929 20 119452 21 119977 20 120501 20 121025 20 121549 20 122073 20 122597 20 123122 19 123647 18 124172 17 124698 14 125224 12
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,82256 2 82779 3 83303 2 83827 3 84351 3 84875 3 85398 4 85922 4 86445 5 86969 5 87493 5 88016 6 88541 4 89065 4 89589 2
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,158243 3 158247 1 158766 6 159289 7 159813 7 160336 8 160860 9 161383 10 161907 10 162431 10 162955 10 163479 10 164003 10 164527 10 165051 10 165574 11 166098 11 166622 11 167146 11 167669 12 168193 12 168717 12 169241 12 169765 12 170289 12 170813 12 171337 12 171861 12 172385 12 172910 11 173434 10 173959 9 174484 8
b83d1d77935b6cfd44105b54600ffc4b6bd82de57dec65571bcb117fa8398ba3,1042 5 1565 5
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0,57095 7 57348 11 57603 12 57857 14 58113 15 58369 15 58625 15 58881 15 59137 15 59393 15 59649 15 59905 13 60161 11 60417 9 60673 8 60930 6
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0,33038 7 33294 9 33549 11 33805 11 34061 11 34317 11 34573 11 34830 9 35087 6
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0,25655 6 25910 8 26165 10 26421 11 26677 11 26933 11 27189 11 27445 11 27701 11 27957 11 28215 8 28472 6
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0,29500 2 29756 3 30012 2
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0,28782 5 29035 11 29290 14 29546 15 29801 17 30057 17 30314 17 30570 17 30826 17 31083 16 31340 15 31597 13 31855 10 32114 5
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0,61809 5 62062 11 62316 14 62571 16 62827 17 63082 18 63338 18 63594 18 63851 16 64107 16 64364 13 64623 8
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0,18044 5 18298 11 18552 15 18807 17 19062 19 19319 18 19575 19 19832 18 20088 18 20345 16 20601 16 20858 14 21115 11
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0,51835 9 52089 12 52343 14 52599 15 52854 16 53110 16 53366 16 53622 16 53878 15 54134 14 54391 12 54649 9
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0,42117 2 42369 13 42624 17 42879 20 43135 21 43390 23 43646 24 43902 24 44159 23 44415 24 44672 22 44929 21 45186 19 45443 16 45701 11 45961 3
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0,4268 4 4521 10 4775 13 5031 14 5286 17 5542 17 5797 19 6053 20 6309 21 6565 22 6822 21 7078 22 7335 21 7592 20 7848 19 8105 18 8362 18 8620 16 8877 15 9136 12 9397 6
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0,4801 4 5056 6 5312 8 5568 8 5825 8 6082 7 6338 6 6594 6 6849 7 7106 6 7362 6 7618 6 7876 3
519dc0d672d1c295fc69b629af8721ccb1a1f136d1976685a68487e62547ffe0,64465 11 64720 14 64975 16 65231 17 65487 17
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,52230 7 52484 11 52739 14 52995 14 53250 16 53505 18 53761 18 54017 18 54273 18 54529 18 54785 18 55041 18 55297 17 55553 16 55809 13 56065 12 56321 13 56577 13 56833 13 57089 13 57345 14 57601 13 57857 14 58113 14 58369 14 58625 15 58881 13 59137 12 59393 11 59649 11 59905 10 60161 10 60417 10 60673 10 60930 7
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,42002 4 42254 12 42508 16 42762 19 43017 21 43272 22 43528 22 43783 23 44038 25 44294 25 44549 26 44805 27 45060 29 45316 29 45572 29 45828 29 46084 30 46340 30 46597 29 46853 28 47110 27 47367 27 47624 27 47881 27 48137 28 48394 27 48651 26 48908 6 48915 19 49165 3 49172 18 49428 18 49684 18 49940 18 50196 18 50452 18 50708 18 50965 17 51221 16 51477 16 51734 15 51990 15 52247 13 52503 12 52760 7 53018 3
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,62988 1 62990 1 63241 9 63495 13 63749 16 64005 17 64260 19 64516 19 64772 19 65028 20 65284 17
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,20248 2 20504 8 20753 1 20757 12 21007 19 21262 20 21518 21 21774 22 22030 22 22286 23 22542 23 22798 23 23054 23 23310 23 23565 24 23820 25 24076 25 24332 25 24588 25 24844 25 25101 23 25357 23 25614 21 25871 22 26128 24 26384 3 26388 1 26392 16 26648 1 26650 16 26902 22 27156 24 27412 25 27667 26 27923 26 28178 27 28434 28 28691 27 28947 27 29203 27 29459 27 29715 27 29971 26 30227 26 30483 26 30739 25 30996 23 31252 22 31508 22 31765 19 32021 18 32278 16 32536 3 32540 1
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,55835 7 56090 9 56345 10 56600 11 56855 12 56879 2 57110 12 57133 5 57365 13 57386 9 57620 15 57640 12 57876 14 57895 13 58131 15 58150 15 58387 15 58406 15 58643 16 58662 16 58899 16 58917 18 59154 37 59409 39 59663 41 59919 41 60175 42 60431 42 60687 42 60943 42 61199 21 61221 20 61456 19 61478 19 61713 18 61735 17 61970 16 61992 15 62228 14 62249 13 62487 10 62508 8 62745 7 62766 6 63028 2 63281 6 63528 17 63783 19 64038 20 64293 21 64548 23 64804 23 65059 25 65316 23
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,41769 6 42023 13 42279 14 42534 15 42789 16 43044 18 43299 19 43555 19 43811 19 44067 19 44324 18 44581 17 44837 16 45094 15 45352 12 45609 10 45867 5
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,47671 3 47926 6 48178 11 48432 16 48688 17 48943 19 49199 20 49455 20 49711 20 49968 19 50224 18 50480 18 50736 18 50992 18 51247 18 51502 18 51757 19 52013 18 52268 18 52524 17 52780 16 53037 14 53293 13 53550 11 53807 9
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,52802 3 53055 7 53310 9 53565 11 53820 13 54076 14 54331 16 54586 17 54841 19 55097 19 55353 20 55609 20 55865 20 56121 21 56377 21 56633 21 56889 21 57146 19 57402 19 57658 19 57915 17 58171 17 58192 6 58427 19 58447 8 58684 28 58940 29 59197 28 59453 29 59711 27 59968 26 60224 26 60480 26 60736 26 60993 25 61249 25 61505 24 61762 22 62018 21 62275 13 62290 1 62532 11 62789 8
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,64598 5 64851 10 65106 12 65362 12
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,22115 6 22368 10 22622 14 22877 17 23132 19 23387 21 23642 22 23897 23 24153 24 24409 24 24665 24 24921 25 25177 25 25433 25 25689 26 25945 26 26201 26 26457 25 26713 25 26970 24 27226 23 27482 22 27738 22 27996 19 28252 17 28510 14 28768 2 28773 1 28775 1 29028 1 29030 3
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,42331 6 42585 11 42841 12 43097 12 43353 12 43609 12 43865 13 44121 14 44377 15 44633 16 44889 16 45145 16 45401 16 45657 16 45913 17 46169 17 46425 16 46448 2 46682 15 46701 6 46938 14 46955 9 47194 14 47210 10 47450 13 47466 10 47706 13 47721 12 47962 12 47976 13 48219 26 48476 25 48732 24 48989 23 49246 22 49503 20 49759 19 50015 18 50270 19 50526 19 50782 20 51039 19 51295 19 51552 18 51808 9 51822 3 52064 8 52321 7 52577 7 52834 5 53092 2
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,55911 9 56166 12 56420 16 56675 18 56931 19 57186 20 57439 24 57693 27 57949 27 58205 27 58461 28 58718 27 58975 26 59232 25 59488 25 59744 25 60001 24 60257 24 60513 23 60770 22 61026 21 61283 19 61540 18 61798 14 62056 1 62058 1 62060 1
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,33131 1 33133 1 33135 3 33139 5 33384 17 33639 19 33895 19 34149 22 34405 22 34661 23 34917 23 35172 24 35428 24 35685 24 35941 24 36197 24 36453 24 36710 23 36966 22 37222 22 37479 21 37735 20 37992 19 38249 18 38506 14 38763 11 39020 3
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,62595 8 62850 11 63105 14 63360 16 63616 17 63872 17 64127 19 64383 19 64639 19 64895 19 65151 19 65408 16
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,45702 5 45958 7 46212 14 46468 17 46493 3 46724 19 46747 6 46979 31 47235 31 47491 30 47747 30 48003 30 48259 30 48515 30 48770 31 49026 32 49283 32 49539 32 49795 32 50052 32 50308 32 50566 30 50823 1 50829 24 51086 23 51343 22 51600 21 51856 21 52114 19 52373 16 52631 13 52888 11 53144 9 53403 3
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,20108 5 20362 8 20616 14 20871 18 21127 19 21382 21 21638 22 21893 23 22149 24 22405 25 22661 25 22917 25 23174 23 23430 23 23687 22 23943 22 24199 22 24456 22 24710 24 24964 25 25219 26 25475 25 25731 24 25987 22 26244 19 26500 9 26512 7 26757 8 26769 6 27014 7 27024 6 27271 4
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,37783 8 38030 21 38282 27 38536 31 38791 33 39046 35 39302 36 39558 36 39814 36 40070 36 40326 36 40582 35 40839 34 41095 34 41352 33 41608 33 41864 32 42121 31 42377 31 42633 30 42890 29 43147 28 43404 24 43662 18 43920 15 44180 9
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,58004 3 58256 10 58511 12 58767 13 59022 15 59278 16 59533 17 59789 17 60045 17 60301 17 60557 17 60813 17 61069 17 61325 17 61582 15 61839 14 62096 12 62354 9
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,30370 7 30623 10 30878 12 31134 14 31389 16 31644 18 31900 19 32156 20 32411 22 32668 21 32924 21 33180 22 33436 25 33692 27 33949 26 34205 26 34461 25 34718 23 34974 19 35230 18 35487 16 35744 15 36002 12 36264 3
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,54438 6 54692 11 54948 12 55203 14 55458 15 55714 16 55970 16 56226 16 56482 17 56738 17 56994 17 57251 15 57508 14 57765 13 58021 12 58278 10 58536 9 58792 11 59048 12 59303 14 59559 15 59815 15 60070 17 60326 17 60582 17 60838 17 61094 17 61350 17 61607 16 61864 15 62121 13 62378 11 62635 9 62893 6
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,38834 1 39087 12 39342 15 39598 16 39853 17 40108 19 40363 20 40619 21 40875 21 41131 21 41387 21 41643 21 41899 20 42155 20 42412 18 42668 18 42924 17 43180 16 43437 14 43694 11 43952 4
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,48821 4 49076 7 49332 9 49588 11 49844 12 50100 12 50356 13 50611 15 50867 16 51122 17 51377 18 51633 18 51889 19 52147 16 52403 16 52660 15 52917 14 53175 11 53431 10 53688 9 53946 6
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,23997 6 24251 10 24506 12 24761 14 25017 15 25271 17 25525 19 25779 21 26036 20 26293 19 26549 18 26806 17 27062 18 27318 18 27574 18 27830 18 28087 16 28344 13 28601 10 28858 8
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,63674 2 63927 9 64182 12 64437 14 64693 15 64949 17 65204 19 65461 18
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,48348 8 48602 12 48858 14 49113 16 49369 16 49625 16 49881 17 50138 15 50394 15 50651 14 50909 11 51152 2 51166 9 51402 13 51423 7 51657 28 51912 28 52168 30 52424 6 52437 18 52680 5 52695 17 52936 3 52951 1 52953 15 53192 3 53211 13 53448 2 53471 9 53728 8 53985 8 54239 10 54476 1 54478 1 54494 11 54723 6 54732 5 54745 1 54747 14 54976 17 54998 19 55229 20 55252 21 55484 21 55506 24 55740 21 55762 23 55996 46 56252 46 56507 47 56763 47 57019 46 57275 22 57300 21 57531 22 57558 18 57788 22 57815 17 58044 22 58072 14 58300 23 58330 11 58556 23 58590 5 58812 23 59069 23 59327 20 59584 19 59842 17 60100 15 60359 10 60617 6
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,6591 1 6846 3 7102 4 7359 3 7616 2
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,43224 4 43478 8 43729 14 43977 1 43984 15 44226 10 44240 15 44481 12 44495 16 44736 13 44751 16 44992 14 45007 16 45247 32 45503 32 45758 32 46014 17 46033 13 46270 17 46290 11 46527 16 46546 10 46783 16 46802 8 47039 16 47059 6 47295 16 47317 2 47552 15 47808 15 48064 15 48320 15 48576 15 48833 13 49090 12 49347 10 49604 8
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,35784 5 36038 9 36293 12 36548 13 36804 14 37060 15 37315 16 37570 18 37826 18 38082 19 38338 19 38594 19 38850 19 39107 18 39363 17 39619 17 39876 16 40133 15 40390 14 40647 12 40904 10
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,16586 9 16840 13 17095 15 17350 17 17605 19 17861 19 18116 21 18372 21 18628 22 18884 22 19140 22 19396 22 19652 22 19907 21 20163 21 20420 19 20676 18 20933 16 21190 15 21448 12 21706 9 21964 6
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,28111 5 28366 8 28621 9 28874 14 29128 16 29383 18 29638 19 29893 20 30149 20 30404 21 30660 22 30916 22 31172 22 31428 22 31684 22 31940 22 32197 21 32453 21 32710 19 32966 18 33223 16 33480 13 33737 11
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,750 3 1004 7 1259 8 1514 11 1533 1 1769 12 1785 8 2023 26 2278 27 2534 27 2780 6 2791 26 3035 8 3046 1 3050 23 3271 6 3288 12 3302 1 3306 23 3526 15 3543 17 3563 22 3781 35 3819 22 4037 35 4075 22 4293 36 4331 22 4549 36 4587 22 4805 36 4843 22 5061 36 5099 22 5317 37 5355 22 5573 37 5611 22 5829 60 6085 60 6342 37 6380 4 6388 13 6599 36 6636 3 6644 13 6855 36 6892 3 6902 1 6904 8 7111 36 7148 1 7160 1 7162 5 7367 34 7402 1 7623 33 7879 31 8136 18 8156 9 8392 17 8414 1 8416 1 8418 1 8649 16 8906 13 9164 11 9422 6
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,61140 3 61392 15 61645 20 61899 23 62154 24 62410 24 62666 24 62921 26 63177 26 63433 26 63689 26 63946 25 64202 25 64458 25 64715 24 64972 23 65229 22 65492 1 65494 1 65500 1 65502 1
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,37600 7 37854 10 38109 12 38364 13 38620 14 38876 14 39131 16 39387 16 39642 18 39898 18 40154 18 40411 17 40667 17 40923 16 41180 15 41437 13 41694 10 41951 8 42210 1
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,21987 5 22243 8 22498 10 22754 11 23010 11 23266 11 23522 11 23777 12 24034 11 24289 11 24545 10 24804 6
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,43240 7 43495 10 43750 12 44005 14 44261 13 44517 13 44772 15 45028 15 45285 14 45541 13 45798 9
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,10992 5 11246 10 11500 14 11755 16 11773 3 12009 24 12265 24 12519 26 12775 26 13030 27 13287 26 13543 26 13798 27 14054 27 14310 27 14566 27 14822 27 15079 26 15335 26 15591 26 15847 26 16104 25 16360 25 16616 25 16873 24 17129 24 17385 24 17642 23 17897 24 18153 24 18409 4 18415 18 18665 3 18671 18 18929 16 19186 15 19444 13 19702 11 19960 9
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,34043 2 34297 7 34553 8 34798 6 34809 8 35052 9 35064 9 35308 10 35319 10 35564 21 35819 22 36075 22 36331 22 36588 21 36844 21 37100 11 37112 9 37357 8 37368 9 37614 6 37625 8 37873 1 37882 7 38138 6 38396 1
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,50414 4 50669 5 50925 5 51181 11 51437 13 51693 15 51950 15 52206 16 52462 17 52718 18 52974 19 53230 19 53485 19 53741 17 53997 16 54253 16 54510 15 54766 15 55022 15 55278 15 55534 15 55790 15 56046 16 56302 16 56559 16 56816 15 57071 17 57328 16 57584 17 57841 16 58097 16 58356 12 58612 1 58614 9
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,59639 10 59893 12 60147 14 60402 15 60657 16 60912 17 61167 18 61423 18 61678 19 61933 20 62189 20 62445 20 62701 20 62958 19 63215 18 63472 17 63728 15 63985 13 64241 13 64498 12 64754 12 65011 10 65267 13 65526 4
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,7152 1
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,6642 1
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,7154 1
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,43766 4 44022 3
697a05c6fe4a07c601d46da80885645ad574ea19b47ee795ccff216c9f1f1808,43262 3 43516 5 43772 5 44029 4 44285 4 44541 4 44797 4 45052 5 45308 5 45565 4 45823 2
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,23360 7 23876 12 24395 14 24913 16 25432 17 25951 18 26470 19 26989 20 27508 20 28027 21 28546 21 29065 22 29584 22 30103 22 30622 22 31141 22 31660 22 32179 22 32699 21 33218 21 33737 21 34257 20 34776 20 35296 18 35816 17 36336 15 36856 13 37376 11 37898 5
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,108995 7 109513 10 110031 12 110549 15 111068 15 111587 17 112106 18 112625 18 113144 19 113663 19 114181 20 114700 21 115219 22 115738 22 116257 23 116776 23 117295 24 117814 24 118333 23 118852 23 119371 23 119890 23 120409 22 120928 22 121447 21 121966 20 122485 19 123004 9 123016 4 123523 7 124042 6 124561 6 125080 5 125600 3 126119 2
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,45701 9 46219 12 46737 14 47256 15 47774 17 48293 18 48812 18 49331 19 49850 19 50369 20 50888 20 51407 20 51926 20 52445 20 52965 19 53484 20 54003 19 54522 19 55041 19 55560 19 56079 19 56598 19 57117 19 57637 17 58156 17 58675 17 59194 16 59714 14 60233 13 60753 12 61273 10 61794 6
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,93970 10 94487 14 95005 17 95524 18 96042 20 96561 21 97080 21 97599 21 97629 8 98118 21 98147 10 98637 22 98665 11 99157 22 99183 14 99676 23 99701 17 100195 43 100715 44 101234 45 101754 44 102274 43 102794 42 103313 20 103334 21 103833 18 103855 19 104352 17 104376 17 104870 17 104896 15 105388 18 105417 12 105906 18 105938 10 106425 18 106461 3 106943 19 107462 20 107981 20 108500 21 109018 23 109537 23 110057 23 110576 23 111095 23 111614 24 112134 23 112653 23 113173 22 113692 22 114212 21 114731 21 115251 19 115771 18 116291 17 116811 15 117331 13 117851 11 118372 7
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,71675 9 72192 13 72709 17 73227 19 73745 22 74264 23 74783 25 75302 25 75821 26 76340 27 76859 27 77379 26 77898 27 78418 27 78938 26 79459 24 79979 23 80500 20 81020 19 81541 16 82062 13 82579 14 83094 17 83612 20 84129 24 84648 26 85166 28 85685 30 86204 30 86723 31 87242 32 87762 31 88281 32 88801 31 89321 31 89841 30 90362 28 90882 27 91403 24 91925 21 92447 17 92969 15 93490 14 94010 15 94529 17 95048 18 95566 21 96086 21 96605 22 97124 23 97644 23 98163 24 98683 23 99203 23 99722 24 100241 24 100761 23 101281 22 101802 20 102322 19 102842 17 103362 16 103882 15 104402 13 104922 12 105443 8
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,126170 10 126687 15 127205 17 127723 19 128241 22 128760 23 129279 24 129798 24 130316 26 130836 24
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,22378 7 22895 13 23412 18 23931 20 24449 23 24968 24 25487 26 26006 27 26525 28 27044 28 27563 29 28083 28 28602 28 29121 28 29641 27 30161 26 30681 25 31202 22 31722 21 32243 18 32765 13
336d3e4105766f8ad328a7ee9571e743f376f8cbcf6a969ca7e353fe3235c523,56126 8 56643 12 57161 15 57679 17 58198 18 58717 20 59235 21 59754 22 60273 23 60792 24 61311 24 61830 25 62349 25 62869 24 63388 25 63907 25 64427 24 64947 23 65466 23 65986 22 66506 21 67025 21 67545 19 68065 18 68586 15 69107 12 69630 5
